name,description,createdDate,marketType,price,rating,rater,topics
Kepemimpinan Perempuan Masa Kini,"<div>Di era modern seperti saat ini, peran perempuan di dunia kerja sudah makin berkembang. Peluang perempuan untuk menjadi wanita karier yang mandiri, menjalankan usahanya sendiri, dan duduk di kursi kepemimpinan juga makin terbuka lebar. Karena itu, penting bagi seorang perempuan masa kini untuk mempelajari tentang kepemimpinan (<em>leadership</em>), agar bisa memahami, mengadaptasi diri, serta menghadapi berbagai tantangan—baik di lingkungan kerja maupun keseharian—yang terus berubah. Apalagi, banyak kaum perempuan yang kini menjalankan peran ganda, sehingga diperlukan pengetahuan dan kompetensi khusus, agar semua peran tersebut dapat dijalankan dengan efektif dan optimal.</div>
<div><br></div>
<div>Kelas ini akan mewadahi kamu untuk menguasai dasar-dasar kepemimpinan, khususnya bagi kaum perempuan. Kamu akan mempelajari tentang hakikat kepemimpinan bagi perempuan, cara melatih dan menerapkan kepemimpinan—baik untuk diri sendiri, sekitar, maupun lingkungan kerja, hingga cara mencapai keseimbangan hidup (<em>work life balance</em>).</div>
<div><br></div>
<div>Jadi, sudah siapkah kamu untuk menjadi pemimpin yang mandiri dan berdedikasi? Yuk, langsung saja ikuti kelas ini sekarang juga!</div>",2021-02-17T06:34:17Z,ONLINE,200000,5.0,505,"['Kelas Pro Course Terbaik', 'Pilihan Skill Academy']"
Menjadi Leader yang Andal Mengelola High-Potential Talent,"<div>Mengelola <em>talents</em> di suatu perusahaan adalah hal yang wajib dilakukan oleh manajemen sumber daya manusia (SDM), karena talents tersebut dapat memberikan dampak signifikan bagi masa depan perusahaan. Namun, apakah cara mengelola semua <em>talent</em> itu sama? Tentu saja tidak! Apalagi ketika harus mengelola <em>high-potential talent</em>.</div>
<div><br></div>
<div><em>High-potential talent</em> adalah karyawan yang berpotensi menjadi pemimpin masa depan (<em>future leader</em>). Ekspektasi perusahaan terhadap <em>high-potential talent</em> tentu berbeda dari talents lainnya, sehingga cara mengelolanya pun akan berbeda. Maka dari itu, ketika mengelola <em>high-potential talent</em>, <em>leader </em>harus mengerti ekspektasi mereka. Ekspektasi itulah yang menjadi dasar atau acuan dalam menerapkan serangkaian strategi manajemen <em>high-potential talent</em>. Selain menerapkan strategi tersebut, <em>leader </em>juga harus menunjukkan poin-poin role model yang dapat membuat <em>high-potential talent</em> tetap terhubung (<em>engaged</em>), serta menerapkan <em>training</em>, <em>mentoring</em>, atau <em>coaching</em> yang dapat menunjang kesuksesan pengelolaan <em>high-potential talent</em>.</div>
<div><br></div>
<div>Kelas ini hadir untuk para <em>leader</em> yang ingin menguasai cara mengelola <em>high-potential talent</em> serta menerapkan dua kompetensi penting lainnya sebagai <em>leader</em>, yaitu membentuk diri sebagai <em>role model</em> dan menjadi <em>trainer</em>, <em>mentor</em>, atau <em>coach</em> untuk melakukan <em>coaching</em> bagi para <em>talents</em>. Bagaimana caranya? Silakan cari tahu jawabannya dengan mengikuti kelas ini!&nbsp;</div>",2021-01-25T08:42:07Z,ONLINE,250000,4.5,513,"['Kelas Pro Course Terbaik', 'Pilihan Skill Academy']"
Kuasai Fotografi bersama Diera Bachir,"<div>Profesi fotografer sudah tidak asing lagi di kalangan masyarakat. Profesi yang mengandalkan ketajaman mata menangkap momen indah, waktu, hingga kemampuan mengolah hasil foto yang didapatkan dalam sebuah software.</div>
<div>Seseorang yang ingin menjadi fotografer terkenal harus mengetahui hal apa saja yang menjadi poin unggulan pada kamera yang mereka pakai. Selain itu, cahaya juga menjadi penunjang dalam menghasilkan karya, katakanlah sinar matahari yang tersedia secara gratis maupun cahaya buatan. Dan di zaman sekarang, sudah banyak jenis lighting penunjang fotografi. Pemakaiannya pun disesuaikan dengan konsep foto yang ingin dihasilkan.</div>
<div><br></div>
<div>Tidak hanya mengenali alat yang digunakan, fotografer pun juga harus bisa mengkonsepkan sebuah foto. Dari konsep tersebutlah, akan tertuang genre sebuah foto. Lalu, siapa model yang cocok, properti apa yang harus digunakan, serta daya tarik model tersebut melalui gaya yang mereka visualkan.</div>
<div><br></div>
<div>Setelah memiliki hasil foto yang baik, masih ada hal penunjang lain yang menambah keindahan. Seorang fotografer harus memiliki kemampuan mengedit foto tersebut agar lebih menarik dan memiliki daya jual tinggi.</div>
<div><br></div>
<div>Terakhir, poin penting selain kemampuan memotret, memiliki network atau relasi yang luas akan menunjang pekerjaan profesi fotografer. Kamu bisa mendapatkan klien dari lingkup kecil hingga lingkup besar seperti publik figur yang ada di tanah air.</div>
<div><br></div>
<div>Di kelas ini, semua aspek fotografi tersebut akan disampaikan oleh Diera Bachir. Ia akan menyampaikan jenis kamera andalan, lighting yang digunakan, dan bagaimana mengkonsepkan sebuah foto pada genre portrait. Serta, akan disampaikan bagaimana menentukan pose yang sesuai untuk model beserta tantangannya. Tidak lupa, Diera Bachir akan memberikan materi bagaimana mengedit foto yang baik dengan software andalan. Dan juga membekali kamu bagaimana cara memiliki network yang luas di dunia fotografi.</div>",2021-02-17T06:33:02Z,ONLINE,200000,4.9,575,"['Kelas Pro Course Terbaik', 'Influencer', 'Pilihan Skill Academy', 'Pilihan November ']"
Sistem Manajemen Mutu ISO 9001: Tingkatkan Kualitas dan Keunggulan Kompetitif Bisnis,"<div>Setiap perusahaan memiliki standar kualitas produk dan jasa yang dijual. Standar tersebut banyak berasal dari pasar atau customer sebagai persyaratan transaksi. Jika perusahaan tidak dapat memenuhi persyaratan tersebut, maka produk dan jasanya akan sulit untuk masuk ke pasar. Risiko mutu menjadi fokus utama yang harus dikendalikan di dalam sistem manajemen mutu. Sebab, risiko mutu dapat menimbulkan complain dari pelanggan sampai kegagalan bisnis.&nbsp;</div>
<div><br></div>
<div>Maka, personel dengan pengetahuan sistem manajemen mutu, menjadi profil yang sangat dicari oleh perusahaan-perusahaan besar. Fresh graduate dengan sertifikasi pelatihan ISO 9001 adalah salah satu jenis profil yang paling dicari oleh perusahaan-perusahaan besar. Standar ISO 9001:2015 merupakan standar sistem manajemen mutu yang paling banyak digunakan di seluruh dunia.&nbsp;</div>
<div><br></div>
<div>Dalam kelas ini, anda akan mempelajari persyaratan standar sistem manajemen mutu ISO 9001:2015, cara implementasi standar ISO 9001:2015 di perusahaan, hingga peluang berkarier di dunia sistem manajemen mutu. Kelas ini dibawakan dengan sederhana, menggunakan contoh kasus yang relatif mudah dipahami, dan contoh penerapan yang aplikatif.</div>",2021-02-02T06:47:44Z,ONLINE,225000,4.9,999,"['Kelas Pro Course Terbaik', 'Pilihan Oktober', 'Pilihan Skill Academy', 'Business and Entrepreneurship', 'Pilihan November ']"
Jadi News Anchor Andal Bersama Martin Mohede,"<div>Dalam dunia jurnalistik, News Anchor populer dengan perannya dalam membacakan berita. Padahal, tugas News Anchor tidak hanya membawakan berita, tetapi juga membuat dan mengedit naskah berita, mewawancarai narasumber, serta memandu program diskusi dengan baik.</div>
<div><br></div>
<div>Di kelas ini, Martin Mohede akan memberikanmu kiat menjadi seorang News Anchor yang terampil, mulai dari mengetahui format program dan jenis naskah berita, teknik dan gestur ketika berada di depan kamera, menggali materi siaran, juga persiapan diri pada sebelum, saat, dan setelah siaran. Kamu juga akan diberikan tips memulai karir menjadi News Anchor, dan tips menjadi seorang News Anchor profesional.</div>",2021-02-02T06:46:18Z,ONLINE,250000,4.9,506,"['Kelas Pro Course Terbaik', 'Influencer', 'Pilihan Skill Academy']"
Menjadi Entrepreneur Masa Kini bersama Christian Sugiono,"<div>Saat ini menjadi entrepreneur banyak menjadi pilihan karir bagi anak muda. Seorang entrepreneur identik dengan kebebasan memilih bisnis yang ingin dikelola dan tidak terikat dengan aturan perusahaan. Namun, ada banyak pengetahuan dan keterampilan yang harus dikuasai untuk menjadi entrepreneur, loh.</div>
<div><br></div>
<div>Pertama-tama kamu perlu mengetahui konsep dasar seperti perbedaan pengusaha dan entrepreneur. Kemudian kamu perlu mengenal jenis-jenis entrepreneur serta peluangnya di Indonesia. Setelah memahami hal tersebut, kamu perlu menguasai skill/keterampilan dasar entrepreneur agar bisa memaksimalkan potensi diri.</div>
<div>Setelah dirimu siap, kamu bisa mulai membangun dream team dalam mendirikan bisnismu. Yang juga menjadi penting adalah mempelajari cara membangun dan mengembangkan bisnis. Mulai dari menemukan ide bisnis, membuat business plan, menemukan investor, dan masih banyak lagi.&nbsp;</div>
<div><br></div>
<div>Dan yang terakhir, pelajaran terbaik berasal dari pengalaman. Kamu juga akan belajar bagaimana membangun bisnis berdasarkan studi kasus pada bisnis Christian Sugiono, diantaranya Kamalia Beauty, malesbanget.com dan cumi.id. Kamu akan mempelajari cara merintis bisnis, mengatasi tantangan, strategi yang digunakan, dan tips yang bisa kamu terapkan untuk memulai bisnis serupa.</div>
<div>Dengan mengikuti kelas ini, diharapkan kamu dapat menerapkan kiat sukses menjadi entrepreneur masa kini.</div>
<div>Yuk, mulai bangun bisnismu. Selamat belajar!</div>",2021-02-08T02:56:19Z,ONLINE,250000,4.9,570,"['Kelas Pro Course Terbaik', 'Influencer', 'Pilihan Skill Academy', 'Rekomendasi Tambahan']"
Sukses di Industri Fashion ala Ivan Gunawan,"<div>Tidak harus berlatar belakang pendidikan fesyen, kini semua kalangan bisa menjadi seorang <em>fashion designer</em>! <em>Fashion designer</em> adalah sebutan untuk seseorang yang dikenal terampil dalam menciptakan pakaian dan aksesoris. Beruntungnya, di era digital saat ini, belajar desain menjadi lebih mudah dan nggak perlu mahal.&nbsp;</div>
<div><br></div>
<div>Nah, kini saatnya kamu untuk belajar langsung dengan expertnya. Siapa lagi jika bukan Ivan Gunawan? Tidak hanya bisnis <em>custom made</em> gaun saja, Ivan Gunawan juga memiliki berbagai brand fesyen <em>ready to wear</em>, lho! Tentunya, bisnis <em>ready to wear</em> ini merupakan langkah awal yang cocok dicoba oleh desainer pemula.&nbsp;</div>
<div><br></div>
<div>Tenang saja, di kursus ini, Ivan Gunawan akan berbagi cara menemukan inspirasi desain, cara menentukan nama label dan koleksi, cara menangani klien, dan proses membuat busana klien, dari penentuan konsep hingga proses <em>packaging</em>.&nbsp;</div>
<div>Namun untuk menjadi seorang fashion designer yang bisa terus bertahan di industri fesyen, tentunya tidak cukup bermodalkan keterampilan dalam membuat busana saja. Kemampuan berbisnis yang baik juga perlu dilatih dan diandalkan. Lalu bagaimana caranya?&nbsp;Sebagai pelengkap kursus ini, Ivan Gunawan akan memberi bocoran cara mengenalkan dan memasarkan busana yang dirancang, serta cara membangun relasi dengan <em>stakeholders </em>terkait.&nbsp;</div>
<div><br></div>
<div>Eksklusif! Hanya di Skill Academy, Ivan Gunawan juga akan berbagi pengalamannya dari awal merintis karir sebagai seorang <em>fashion designer</em> hingga kini karyanya mendunia. Selain itu, spesial untuk kamu, akan ada video menarik mengenai rahasia membangun <em>dream team</em> ala Ivan Gunawan. Komplit, deh!</div>
<div><br></div>
<div>So, tunggu apa lagi? Yuk ikuti kelasnya!</div>",2021-02-05T19:16:27Z,ONLINE,250000,5.0,9068,"['Kelas Pro Course Terbaik', 'Influencer', 'Pilihan Skill Academy']"
Belajar menjadi Make Up Artist dari Bubah Alfian,"<div>Di era ini, industri makeup sudah semakin berkembang. Tak hanya untuk pernikahan, kaum perempuan maupun laki-laki membutuhkan makeup untuk mempersiapkan diri dalam menghadiri acara atau kepentingan tertentu. Sayangnya, tidak semua orang memiliki kemampuan untuk merias wajahnya sendiri atau orang lain dengan teknik yang baik dan benar. Nah, peluang itulah yang akhirnya dimanfaatkan oleh para Makeup Artist atau MUA.</div>
<div>MUA menjadi salah satu profesi yang cukup seksi dan sedang naik daun saat ini. Banyak orang yang membutuhkan jasa ini, dan banyak pula yang berminat mengembangkan karier di industri ini. Ada yang belajar di tempat kursus, ada pula yang berlatih secara otodidak melalui platform digital. Kalau kamu termasuk salah satu orang yang tertarik untuk mengembangkan karier sebagai MUA, ini adalah kelas yang tepat untuk kamu!</div>
<div><br></div>
<div>Bersama Bubah Alfian—seorang MUA tanah air yang sudah berkarier selama belasan tahun—kelas ini akan mewadahi kamu untuk belajar cara merias wajah, baik melalui teori maupun praktik. Kamu akan tahu, apa saja produk dan peralatan makeup esensial yang perlu disiapkan pemula jika ingin merintis karier sebagai MUA. Selain itu, kamu juga akan tahu, apa saja hal-hal yang perlu diketahui oleh MUA, sebelum merias klien pada hari H. Cara menyiasati makeup untuk bentuk, warna, dan tipe kulit tertentu, serta cara menentukan gaya makeup yang nyaman dan sesuai dengan permintaan klien juga akan dikupas tuntas di kelas ini.</div>
<div><br></div>
<div>Karena saat ini makeup bukan hanya milik kaum perempuan, kelas ini juga akan membagikan tips terkait makeup untuk klien laki-laki. Kamu juga akan diajak berlatih membuat 2 makeup look langsung bersama model. Pertama makeup natural dan kedua makeup yang berani atau bold. Sesi ini memungkinkan kamu untuk berlatih mengaplikasikan makeup sendiri di rumah. Terakhir, kelas akan ditutup dengan pembahasan tentang tips mengembangkan karier sebagai MUA. Apa saja yang Bubah lakukan untuk bisa bertahan dan berkembang di industri ini? Cari tahu jawabannya di akhir kelas ini!</div>
<div><br></div>
<div>Nah, kalau kamu tertarik dengan dunia kecantikan atau ingin merintis karier sebagai MUA, kelas ini sangat cocok untuk kamu. Pembahasan yang detail dan ringan akan memudahkan kamu menyelesaikan kelas ini hanya dalam waktu seminggu! Dengan mengikuti kelas ini, diharapkan kamu bisa lebih siap dalam memulai karier sebagai MUA. Karena, kamu akan paham mengenai dasar-dasar dalam merias wajah klien serta cara memberikan pelayanan yang terbaik untuk mereka.</div>",2021-02-03T02:47:00Z,ONLINE,200000,5.0,8024,"['Fashion and beauty', 'Kelas Pro Course Terbaik', 'Influencer', 'Pilihan Skill Academy', 'September Payday']"
Belajar Akting bersama Fedi Nuril,"<div>Untuk pertama kalinya, Fedi Nuril akan berbagi kiat berkarier sebagai aktor. Materi yang akan dibawakan mulai dari tiga kemampuan dasar akting yang harus dimiliki aktor, latihan akting berbagai macam emosi dengan ekspresi yang tepat, hingga tips berkarier sebagai aktor. Termasuk di dalamnya cara menemukan keunikan diri untuk ditonjolkan sebagai aktor, tips casting, dan pengalaman serta saran yang diberikan Fedi untuk mengambil peran dan menerima tawaran saat mengawali karier sebagai aktor. Seluruh materi tersebut disajikan dalam bentuk video, latihan, penilaian, kuis, dan pertanyaan-pertanyaan yang dapat membantu kamu menguasai materi.&nbsp;</div>
<div><br></div>
<div><em>Course</em> ini juga cocok untuk kamu yang mau belajar akting dari rumah, sebelum nantinya melanjutkan akting dengan <em>acting coach</em> atau di sanggar. Jika kamu mau melengkapi kemampuan akting dan pengetahuan untuk berkarier sebagai aktor, <em>course </em>ini memberikan banyak tips dari pengalaman Fedi selama bertahun-tahun menjadi aktor. Menguasai kemampuan berakting tetap bermanfaat untuk kamu meski belum berminat menjadi aktor, karena ada banyak manfaat belajar akting. Beberapa diantaranya ialah membuat kita lebih mengenal diri sendiri, mampu mengelola emosi, dapat mengembangkan kreativitas, menumbuhkan empati, dan meningkatkan kemampuan berkomunikasi.&nbsp;</div>
<div><br></div>
<div>Ayo, pelajari selengkapnya materi di kelas ini. Tonton semua videonya, serta kerjakan tugas dan latihannya. Selamat belajar!</div>",2021-02-02T06:47:09Z,ONLINE,190000,5.0,551,"['Kelas Pro Course Terbaik', 'Influencer', 'Pilihan Skill Academy']"
Jadi Master Talk Show Host bersama Martin Mohede,"<div>Tren menjadi pemandu sebuah <em>talk show </em>di Indonesia kian meningkat dengan hadirnya <em>podcast</em>. Menjadi seorang pemandu <em>talk show</em>, baik yang bersifat <em>on ai</em>r maupun <em>off air</em>, semuanya membutuhkan keahlian yang sama, yaitu teknik memandu dan berkomunikasi yang baik.&nbsp;</div>
<div><br></div>
<div>Di kelas ini kamu akan mendapatkan kiat dalam memandu <em>talk show</em> mulai dari dasarnya, seperti memahami konsep, etika dan sikap yang perlu diterapkan selama memandu, menentukan tema dan topik, hingga teknik membangun karisma yang baik dengan narasumber untuk mempertahankan audiens. Kelas ini bisa kamu selesaikan selama satu minggu jika kamu menyediakan waktu 30 menit/hari.</div>",2021-02-01T11:53:14Z,ONLINE,250000,5.0,505,"['Kelas Pro Course Terbaik', 'Influencer', 'Pilihan Skill Academy']"
Awali Karier sebagai UX Writer,"<div>Industri teknologi kini berkembang sangat pesat. Bisnis-bisnis berbasis aplikasi terus bermunculan. Tentunya ini berdampak pada jumlah aplikasi yang terus meningkat. Aplikasi dalam smartphone sudah menjadi pegangan masyarakat sehari-hari.&nbsp;</div>
<div><br></div>
<div>Intensitas interaksi masyarakat dengan aplikasi ini menjadikan bisnis tersebut selalu berusaha meningkatkan kualitas layanan aplikasinya, baik dari segi fitur maupun kenyamanan penggunaannya.&nbsp;Kebutuhan akan desain aplikasi yang baik pun terus meningkat termasuk dalam komunikasi atau UX <em>writing</em>-nya. Untuk itu, UX <em>Writer</em> yang baik pun semakin dibutuhkan. &nbsp;</div>
<div><br></div>
<div><em>Course</em> ini akan membahas mengenai dasar-dasar UX <em>writing</em>, mulai dari keterampilan yang dibutuhkan, prinsip penulisan UX <em>copy</em>, <em>framework</em> menulis UX <em>copy</em> yang dapat merepresentasikan <em>brand</em>, mengevaluasi konten, hingga tips memulai karier sebagai UX <em>Writer</em>.&nbsp;</div>",2021-01-26T06:23:45Z,ONLINE,180000,4.9,914,"['Kelas Pro Course Terbaik', 'Pilihan Skill Academy', 'Pilihan November ']"
